,pelicula_id,overview,clstr_b,clstr_a
22218,13471,"Jérôme and Benjamin are two young skateboarders whose carefree existence is turned upside down when they witness the murder of a drug dealer. Rumbled by the assassins they manage to escape. Taking refuge in a police station they then discover that the criminals are actually the crooked cops. Then begins a relentless chase through the streets of Paris as Jérôme and Benjamin attempt to outwit their unscrupulous pursuers... Utilising real Paris locations and two of France's top street skaters, Skate Or Die is an adrenalin rush thriller for the Red Bull generation.",2.0,2.0
22246,44732,"A young teenager travels to Florida, unknowing that a group of dangerous tiger sharks are ravaging the beach.",2.0,2.0
22252,139455,The police force of a remote Midwestern town search for a killer Santa Claus who is picking off citizens on Christmas Eve.,2.0,2.0
22253,139455,The police force of a remote Midwestern town search for a killer Santa Claus who is picking off citizens on Christmas Eve.,2.0,2.0
22254,139455,The police force of a remote Midwestern town search for a killer Santa Claus who is picking off citizens on Christmas Eve.,2.0,2.0
22255,139455,The police force of a remote Midwestern town search for a killer Santa Claus who is picking off citizens on Christmas Eve.,2.0,2.0
22256,63517,"A young governess, Ann, is sent to a country house to take care of two orphans, Miles and Flora. Soon after her arrival, Miles is expelled from boarding school. Although charmed by her young charge, she secretly fears there are ominous reasons behind his expulsion. With Miles back at home, the governess starts noticing ethereal figures roaming the estate's grounds. Desperate to learn more about these sinister sightings she discovers that the suspicious circumstances surrounding the death of her predecessor hold grim implications for herself. As she becomes increasingly fearful that malevolent forces are stalking the children the governess is determined to save them, risking herself and her sanity in the process.",2.0,2.0
22268,61658,"Ninth is a promising young rapper whose reputation does not exceed even the few streets of his neighborhood. With his band and supported by Keuj, hairdresser apprentice producer, he tries to attend concerts and trying to break into the music, to the chagrin of his mother, who would see him in a more conventional career at the post office...",2.0,2.0
22275,118683,"When former black ops operative Tom Steele and his partner Manning are assigned to decommission an old prison, they must oversee the arrival of two mysterious female prisoners. Before long, an elite force of mercenaries assault the prison in search of the new arrivals. As the true identities of the women are revealed, Steele realizes he's caught in the middle of something far bigger than he had imagined.",2.0,2.0
22285,63171,"Henry and Jack are two famous and talented pianists: they are rivals and try to outdo each other in the various music events where they regularly compete. The former friends will clash with no mercy, from contest to contest until the day a domestic robot, GLENN, enters their lives. GLENN will jeopardize everybody and everything around them.",2.0,2.0
22297,18038,"Against the ardent wishes of his wife, eleven-year-old son, and sixteen-year-old daughter, ALBERT SNIDER (Judge Reinhold) is determined to have a festive family holiday. Albert doesn't seem to realize that his kids would rather stick needles in their eyes then spend time with their stuffy dad, and his wife is equally fed up by their dull life. When he receives an invitation from his long lost cousin Woodrow (Bryan Cranston), he decides to take his family out to the country for a down-home family holiday. However, Cousin Woodrow and his family turn out to be nuttier than a holiday fruitcake! What follows is a full course meal of nonstop laughs and holiday hilarity when the neurotic 'burbs clash with the hippy hicks from hell in National Lampoon's most outrageous family misadventure yet!",2.0,2.0
22312,99223,"Chronicles the adventures of Franklin Delano Roosevelt, as he rides a ""wheelchair of death"" to stop the world from being taking over by polio-carrying werewolves during WWII. A deadly menace that are led by Werewolf Hitler, Mussolini and Emperor Hirohito.",2.0,2.0
22313,86304,"Masked vigilantes Charge (Jason Trost), Cutthroat (Lucas Till), The Wall (Lee Valmassy), and Shadow (Sophie Merkley) are rendered powerless by their archenemy (James Remar) and are forced to complete a series of deadly tasks in order to save the lives of more than 100 innocent civilians. Should they fail or refuse to cooperate, the entire town will be destroyed. ~ Jason Buchanan, Rovi",2.0,2.0
22323,112304,"Wealthy thrill-seekers pay huge premiums to have themselves inserted into military adventures, only this time things don't go exactly to plan.",2.0,2.0
22329,104155,"From America's greatest beardsman, to Morgan Spurlock's own mustache, Executive Producers Will Arnett, Jason Bateman and Ben Silverman bring us a hilarious look at men's identity in the 21st century. Models, actors, experts and comedians weigh in on what it is to be a man in a world where the definition of masculinity has become as diverse as a hipster's facial hair in Williamsburg. The hilarious follicles of men's idiosyncratic grooming habits are thoroughly combed over as men finally take a long hard look in the mirror.",2.0,2.0
22344,103516,"Romeo and Juliet has never been more provocative than in this contemporary all-boy staging. Writer/director Alan Brown transfers the setting from fair Verona to a high school military campus where a small group of boys from rival schools act out the tragedy in real life. This bold adaptation eschews convention and challenges common perceptions of masculinity, gay youth and the military. Anchored by solid performances, the film balances the tough dialogue, tender romance and unique setting with an erotic rhythm and a few surprising twists.",2.0,2.0
22345,76421,"A recently outed soap opera actor crosses paths with a recently divorced gay marriage activist, forcing them to confront the price of fame and the fickle nature of celebrity within the gay community.",2.0,2.0
22353,134132,"A charming, suicidal druggie must obey his rehab-clinic's demand to lead a seniors men's group or face incarceration and lose the love of his psychiatrist's daughter.",2.0,2.0
22362,48742,"Every foot of film is authentic German footage -- uncovered in the secret archives of the SS Elite Guard and suppressed by Goebbels himself as too strong even for his own savage propaganda. Mein Kampf has created a sensational international impact and has been hailed as a stunning historical document. It has created a storm wherever it has been shown throughout the world while reaping enthusiastic reviews and acclaim. A brilliant achievement in motion picture documentation, Mein Kampf probes deep into the rise and ruin of the Third Reich and the evil genius that created it. Through stunning use of rare footage, it mercilessly asks and answers a central question that has haunted the mind and heart of the world: ""How was such a thing allowed to happen?""",2.0,2.0
22370,170178,"Raymond Saxx Jr., a powerful record producer, wakes from a drug-induced blackout to find himself locked up and classified ""K-11."" Plunged into a nightmarish world ruled by a transsexual diva named Mousey, Raymond is truly a fish out of water. Complicating matters are a troubled young transgender named Butterfly, a predatory child molester and the ruthless Sheriff's Deputy, Lt. Johnson. Ray's struggle to contact the outside world and regain his freedom seems impossible, but he must learn to navigate this new power structure if he is ever going survive and be in control of his life again.",2.0,2.0
22371,135200,"Jennifer Carpenter, Kristen Connolly and Alexander Poe star in a comedy about three New Yorkers struggling to uncover the truth behind their romantic entanglements. Disheartened by his latest relationship catastrophe, Graham (Poe) attempts to rekindle the spark with his ex-girlfriend, Laura (Connolly). In the attempt to win her back Graham discovers he has a unique problem: Laura and another one his ex-girlfriends (Carpenter) are dating the same guy.",2.0,2.0
22375,22066,Writer Claire Holloway is troubled by nightmares of Rose Marsh Farm. She decides to vacation at the farm which unbeknown to her is haunted by the ghost of a little girl and a teenage boy. Claire enlists the help of Geoffry Hunt to help uncover a decade old tragedy.,2.0,2.0
22380,90122,"35-year-old Morris Bliss (Michael C. Hall) is clamped in the jaws of New York City inertia: he wants to travel but has no money; he needs a job but has no prospects; he still shares an apartment with his widowed father; and the premature death of his mother has left him emotionally walled up. When he finds himself wrapped up in an awkward relationship with Stephanie (Brie Larson), the 18-year-old daughter of a former classmate, Morris quickly discovers his static life unraveling and opening up in ways that are long overdue.",2.0,2.0
22387,19844,"In high school, Matt and Ryan were best friends. More than friends, actually. But in the ensuing ten years, they've lost contact. So when Matt receives an invitation to Ryan's wedding he's surprised - especially that Ryan is marrying a woman!",2.0,2.0
22392,140668,"The 60's, Romania. Serafim, a young doctor, is sent to the Hospital in Palilula, a small town lost somewhere on the country map, after the death of the previous pediatrician, Mr. Pantelică.",2.0,2.0
22410,105538,"The adventures of lesbian space aliens on the planet Earth, and the story of the romance between Jane, a shy greeting card store employee, and Zoinx, the woman Jane does not realize is from outer-space. Meanwhile, two government agents, or 'Men In Black,' are closely tracking Jane and the aliens while harboring their own secrets.",2.0,2.0
22424,106541,"A young Russian woman, smuggled into America by human traffickers, and a notorious Egyptian transporter hired to drive her from the Mexican border to New York City, form an unlikely bond that transforms them and threatens to derail the traffickers' plans.",2.0,2.0
22441,14078,Utrikesreportern Morgan Pålsson och hans fotograf Robert Flycht blir skickade på ett uppdrag till ett okänt nordafrikanskt land – Matóbo. Uppdraget går ut på att följa valet i landet men istället utbryter en militärkupp och Morgan visar sig vara den enda utländska journalisten på plats. Detta är hans chans att visa vad han går för.,2.0,2.0
22450,91552,A prison inmate escapes from his wrecked penitentiary during Chile's February 2010 earthquake.,2.0,2.0
22451,100183,"A pair of investigators team up with a Special Forces Unit to venture deep inside a war raging between the military and a massive army of Nazi Zombie Stormtroopers. Their mission is to fight their way behind enemy lines, locate the technology at the source of this growing threat and prevent the seemingly inevitable rise of the 4th Reich.",2.0,2.0
22452,100183,"A pair of investigators team up with a Special Forces Unit to venture deep inside a war raging between the military and a massive army of Nazi Zombie Stormtroopers. Their mission is to fight their way behind enemy lines, locate the technology at the source of this growing threat and prevent the seemingly inevitable rise of the 4th Reich.",2.0,2.0
22461,53567,"Norwegian folklore turns out to be real when Leo and Elvis encounter a girl called Thale in a basement. A regular cleaning job turns into a struggle for survival, while they're trying to figure out what or who Thale is.  Could Thale be a huldra?  A seductive forest spirit who appears from the front to be a beautiful young woman, but who also has a cow's tale and whose back appears to be like a hollowed out tree. The huldra has been known to offer rewards to those who satisfy them sexually, while death to those who fail to do so and are also prone to stealing human babies.",2.0,2.0
22468,59197,"In February 1942 Us forces engaged an unidentified flying object above Los Angeles. Now almost 70 years later, the alien invaders have returned.",2.0,2.0
22470,28101,"A horror film based on a real-life mass murder that took place in 1966. Richard Franklin Speck was a mass murderer who systematically tortured, raped and murdered eight student nurses from South Chicago Community Hospital in 1966.",2.0,2.0
22481,53861,"Six people, each of them is on the road to self-destruction. They wake up in cells in a surreal facility, without knowing how they got there or why.",2.0,2.0
22486,54075,"Fiona Wagner, a journalism student, tracks a cold-blooded killer with the help of her detective father and a therapist.",2.0,2.0
22491,87818,"The film is composed of multiple comedy shorts presented through an overarching segment titled ""The Pitch"", in which Charlie Wessler, a mad screenwriter, is attempting to pitch a script to film executive Griffin Schraeder. After revealing several of the stories in his script, Wessler becomes agitated when Schraeder dismisses his outrageous ideas, and he pulls a gun on him and forces him to listen to multiple other stories before making Schraeder consult his manager, Bob Mone, to purchase the film.",2.0,2.0
22501,94356,"In Los Angeles, five high-school friends deal with romance, money, prom, college, sex, bullies, Facebook, fitting in, standing out, and finding themselves.",2.0,2.0
22513,39750,"When a group of archaeologists dig up a human skeleton near the historical monument of STONEHENGE, an ancient piece of machinery hidden beneath the bedrock is discovered. Not knowing what it could be the workers accidentally trigger the mechanism and start a chain of events that may very well end the world as we know it",2.0,2.0
22514,70829,"Young-goo the son of mafia boss Don Carini, is too foolish to be part of the mafia elite. One day, Young-goo comes to his father and is trained by Tony V to be his father's successor. A few days later, Young-goo accidentally rescues Nancy, the only daughter of Don Bonfante, the boss of a rival mafia family. But Vinnie, an under-boss of the Bonfante family kidnapped her and fabricates that Young-goo has taken her. Vinnie's behavior provokes an armed conflict between the two families.",2.0,2.0
22523,24105,"Contemporary rethinking of the legendary Broadway musical and 1962 film, updated to reflect a few early twenty-first-century sensibilities: A masterful con artist tries to bilk a staid Midwestern community, with unexpected results.",2.0,2.0
22533,50006,"The Karlsson Brothers is a ""confusion"" comedy about two identical-twin brothers, each initially unaware of the other's existence. One brother is a successful, perfectionist lawyer living in Stockholm. The other brother lives in the North of Sweden with a wife and children, and is a notoriously unfaithful ne'er-do-well. The brothers meet for the first time as they go through their deceased mother's estate. Their meeting leads to a series of challenging mix-ups, turning both their lives on end. The brothers' differences prove gradually to be a source of strength, and their newfound friendship will change their lives forever.",2.0,2.0
22544,127505,Former football player and wrestler Chris Nowinski's quest to publicize recent findings about the often dire consequences of head concussions sustained by athletes in contact sports — injuries that have previously been considered momentary setbacks and ignored in the name of toughness and dedication to the team.,2.0,2.0
22552,93715,"A group of teens decides to spend the weekend on a local island to say their final goodbyes before heading off to college. Little do they know, a convicted serial killer escapes from the authorities while on death row at a maximum security prison. Touted in the headlines of the local papers as ""The Butcher"" due to the manner he hacked up his victims in the local town deli, he takes cover on THE VERY SAME ISLAND. It becomes a battle for survival as the teens attempt to fight back against this unimaginable foe.",2.0,2.0
22553,36931,"After working as an undercover in a triad for 8 years, Sheng (Nick Cheung) finally arrests the triad leader (Francis Ng) and resumes his duties as a police officer. However, life does not return to normal as he is faced with suspicions colleagues and even trailed by the investigations team. One day, he meets some triad members whom he has earlier befriended as an undercover. Sheng forced into a corner when asked to collaborate with them once again?",2.0,2.0
22559,125541,"Chouga is a beautiful, rich and beloved young woman. She is thirty and lives in Astana, the Kazak new capital. She is married to a famous scientist in his sixties and has a seven-year-old son. Her brother and sister-in-law live in Almaty. The couple is tearing apart and Chouga’s brother requests her to come and try to bring them back together. There she meets  Ablaï, a rich and idle young man whom she strongly feels attracted to. Once back to Astana, Chouga tries to withstand this sensual attraction about which she has a premonition of a tragic outcome.",2.0,2.0
22564,142650,"Pompous and self-absorbed Kyle, is unhappily stuck in his life, longing to relive the success of his first novel. His not-so-desirable life rapidly unravels forcing him to return home to his wildly eccentric family with his tail between his legs.  Life at home begins to show signs of improvement when Kyle meets the spunky, vivacious girl across the street who recruits Kyle to help her make the world a better place, making him feel alive for the first time in ages and inspiring his writing. But its short-lived. Joys been told shes going to die soon and wants Kyle to write her obituary.",2.0,2.0
22584,87436,"An ambitious anthology film featuring segments directed by over two dozen of the world's leading talents in contemporary genre film. Inspired by children's educational ABC books, the motion picture is comprised of 26 individual chapters, each helmed by a different director assigned a letter of the alphabet. The directors were then given free reign in choosing a word to create a story involving death. Provocative, shocking, funny and ultimately confrontational; THE ABC's OF DEATH is the definitive snapshot of the diversity of modern horror.",2.0,2.0
22592,13946,"A crazed scientist experimenting with a rage virus on innocent victims in a laboratory in the woods. When his monstrous subjects escape and vultures devour their remains, they became mutations seeking to feed on humans.",2.0,2.0
22595,124461,"Charles Swan III, a successful graphic designer, has it all: fame, money and devilish charm that have provided him with a seemingly perfect life. But when a perplexing beauty named Ivana suddenly ends their relationship, Charles is left heartbroken. With the support of his loyal intimates - Kirby, Saul, and his sister, Izzy – Charles begins a delirious journey of self-reflection to try and come to terms with a life without Ivana. ""A Glimpse Inside the Mind of Charles Swan III"" is an unconventional melodrama told in a bold and playful style.",2.0,2.0
22600,17577,"Captain Mack leads an elite military unit on a search for a missing scientist, and comes face-to-face with an an ancient evil lying beneath the Middle Eastern desert. Evil that is not of this world. Evil that should never be unearthed.",2.0,2.0
22601,46541,"CIA agent Marcus (Snipes) is sent undercover to Detroit to take out an arms dealer and the head of the hedge fund that is financing him. His CIA backup has other plans and turns on him, and it's a fight to survive in a hospital and into the hedge fund vault.",2.0,2.0
22616,44946,"The film centers on a fight promoter (Mark Feuerstein) deeply in debt to his crooked rival. Desperate for a new fighter that will help him win back everything he owes, the promoter catches a break when a 450-pound church handyman (Paul ""Big Show"" Wight) who has spent his entire life in an orphanage agrees to wrestle on behalf of his fellow orphans.",2.0,2.0
22620,37348,"Monte Walsh and Chet Rollins are long-time cowhands, working whatever ranch work comes their way, but ""nothing they can't do from a horse."" Their lives are divided between months on the range and the occasional trip into town. Monte has a long-term relationship with prostitute Martine Bernard, while Chet has fallen under the spell of the widow who owns the hardware store. Camaraderie and competition with the other cowboys fill their days, until one of the hands, Shorty Austin, loses his job and gets involved in rustling and killing. Then Monte and Chet find that their lives on the range are inexorably redirected.",2.0,2.0
22624,85545,A journalist tries to balance the duties of marriage and motherhood while researching a piece on college women who work as prostitutes to pay their tuition.,2.0,2.0
22629,56991,"In Knohult things havn't changed much. Eulalia is tired of Nisse who's engaged in all sorts of inventions in his workshop or poaching in the forest rather than to repair the water pump. When Eulalia in protest begins swimming in soft drinks and water the plants with spirit Åsa-Nisse sees nothing else to do but to repair the pump. As with all his inventions he adds a few extra features ... When he starts the machine the ground rumbles and up comes oil instead of water! Now, not only Åsa-Nisse, but the whole Knohult sees their chance to become wealthy! But ""Dunderpumpen"", as he calles the invention, turns out to be stronger than anyone had imagined, and when shady Scanian oil magnates with support of the Swedish government wants their share of the pie Knohult declares themselves a republic...",2.0,2.0
22638,34061,"This is the day when the lives of an intertwined group of people take a new direction. Everything they have taken for granted starts to change. While Anne and Ask's relationship succumbs to 'metal fatigue', Charlotte has to realise that her husband Carl may not be right for her. At the same time Bente has to decide if she is prepared to wait for ever for her lover, while her ex-husband Bjørn must face the pain of finally letting Bente go. The characters and their children are twirled around in an ever-increasing drama which peaks during the opening night of Hamlet. Anne is on stage as Ophelia, and the question remains: to be or not be responsible for one's own happiness.",2.0,2.0
22639,39536,"Part comedian, part madman magician The Amazing Johnathan brings his unique brand of comedy to DVD in The Amazing Johnathan: Wrong On Every Level – Uncensored. This all-new Comedy Central special showcases ""The Madman of Comedy"" at his best, hilariously skewering one magic trick after another with unexpected and sometimes gory results.",2.0,2.0
22652,38510,"Video game developer Clayton Software enlists the talents of a misfit group of programmers to develop the scariest computer combat game: EVILUTION. With four weeks to bring the game to market and a million-dollar bonus on the line, they utilize a telemetry suit to render a 3-D version of the onscreen player. But when a power surge gives the hard drive a mind of its own, the suit comes to life to play the game for real and the programming tam find themselves in the middle of a chilling virtual nightmare beyond their wildest imagination.",2.0,2.0
22653,134215,A female superstar struggles through the trials and tribulations of being a Bollywood actress.,2.0,2.0
22673,56744,"The story of Martha Moxley, 15 year old girl murdered in Greenwich in the 1970's, her murder going unsolved for 25 years.",2.0,2.0
22686,85502,"Tens of millennia ago, eight gods who ceaselessly fought each other were exiled to earth. For generations, they have been reincarnated as mere mortals, and they won't be allowed back to heaven until they've learned to coexist in harmony. Then in today's Hong Kong, a mortuary beautician and her has-been singer dad are chased for a huge sum of money they don't owe. Turns out her materialistic stepmom has taken a tycoon's advance payment on the false promise of organizing a concert that she can't deliver. The family is therefore forced to go on the run, and along the way they meet an assortment of quirky people, including a mute baker, a kung fu cab driver, an aspiring musician and her crafty sidekick. Through a series of comic misadventures, the seven of them come to realize that they used to be gods and have a mission in this life, but...who is the eighth god that has yet to rejoin them?",2.0,2.0
22687,146203,"As Nell Sweetzer tries to build a new life after the events of the first movie, the evil force that once possessed her returns with an even more horrific plan.",2.0,2.0
22688,146203,"As Nell Sweetzer tries to build a new life after the events of the first movie, the evil force that once possessed her returns with an even more horrific plan.",2.0,2.0
22700,74052,A pair of women leave their small town and dud boyfriends behind for fun in Madrid.,2.0,2.0
22707,9834,"The life of a young computer systems analyst is thrown into turmoil after arriving in Istanbul to start a new job. She soon finds her passport missing, her credit cards useless, her bank account empty and her identity stolen. As the story progresses we find people and events may not be what they seem ...",2.0,2.0
22708,9834,"The life of a young computer systems analyst is thrown into turmoil after arriving in Istanbul to start a new job. She soon finds her passport missing, her credit cards useless, her bank account empty and her identity stolen. As the story progresses we find people and events may not be what they seem ...",2.0,2.0
22709,9834,"The life of a young computer systems analyst is thrown into turmoil after arriving in Istanbul to start a new job. She soon finds her passport missing, her credit cards useless, her bank account empty and her identity stolen. As the story progresses we find people and events may not be what they seem ...",2.0,2.0
22711,14850,"What begins for Chode and crew as a routine mission to protect a pissed-off princess will soon become a filth- splattered saga of dismembered royalty, indestructible clown assassins and desperately horny housewives.",2.0,2.0
22722,44158,"Bruno wakes up in bed next to Caroline, his long time crush. But tomorrow she's off for school in France, and maybe she only granted this miracle as a parting gift for her long time friend. So tonight is Bruno's last chance. And tonight, as it happens, Broken Social Scene, her favourite band, is throwing a big outdoor bash. Maybe if Bruno, with the help of his best pal Blake, can score tickets and give Caroline a night to remember, he can keep this miracle alive.",2.0,2.0
22723,133183,"Simon Sachs, a terminally ill ten year old boy, claims to have been a serial killer in his previous life and apparently he can prove it. He leads a lawyer, Robert Stern to the locations of the bodies, who were killed long before Simon was born. Stern takes on the most compelling and mysterious case of his life.",2.0,2.0
22725,17728,A road trip comedy about three friends who travel across the country in a Wiener Wagon to beat up a popular daytime talk show therapist.,2.0,2.0
22728,59883,"Age of the Dragons is an adaptation of Herman Melville's classic novel Moby Dick. Set in a medieval realm where Captain Ahab and crew hunt dragons for the vitriol that powers their world, Ishmael, a charismatic harpooner and his friend Queequeg join their quest. Ahab's adopted daughter Rachel, beautiful and tough, runs the hunting vessel. Ahab's obsession to seek revenge on a great White Dragon that slaughtered his family when he was young and left his body scarred and mauled, drives the crew deeper into the heart of darkness. In the White Dragon's lair Ahab's secrets are revealed and Rachel must choose between following him on his dark quest or escaping to a new life with Ishmael.",2.0,2.0
22744,93394,Nine people are stuck in an elevator. One of them has a ticking bomb that can't be defused. The other eight will do anything to survive. There is no escape and no promise of rescue. As the tension in the elevator mounts the unthinkable soon becomes the only reasonable solution.,2.0,2.0
22756,140697,"A boy and a girl, both teenagers, want to get away from the world and be alone for a while, so they hide in an abandoned factory on the outskirts. But there they fall in a trap of their own intention, and get stuck in the cargo elevator. There is no one around to hear them, and nobody knows their whereabouts. Tension arises after each failed attempt to escape, while they also have to deal with the fact that their entire universe is now reduced to a metal box smaller than a room.",2.0,2.0
22760,122081,"After four college girls rob a restaurant to fund their spring break in Florida, they get entangled with a weird dude with his own criminal agenda.",2.0,2.0
22783,156268,A no-nonsense cop has a flair for fashion and a celebrity takes revenge on the paparazzi in a collection of comedic sketches.,2.0,2.0
22788,23524,Steep traces the legacy of extreme skiing from its early pioneers to the daredevils of today.,2.0,2.0
22802,20016,"Based on the Imperium Comics series, Trailer Park of Terror. Six troubled high school students and their chaperon, an optimistic youth ministries Pastor, return from an outdoor character building retreat in the mountains. During a raging storm, their bus crashes, hopelessly stranding them in the middle of the Trucker's Triangle, a forgotten locus of consummate evil in the middle of nowhere.",2.0,2.0
22803,55861,"Something diabolical is taking place on the set of ""The Task"" a new reality show in which players complete terrifying missions within the confines of an abandoned prison hoping to win a hefty cash prize. As six young students explore their new environment, malicious spirits make their presence known in the most gruesome ways imaginable, Unable to escape the labyrinthine prison, the contestants become unwitting pawns caught at the centre of a blood-soaked night of terror.",2.0,2.0
22804,146313,"A romance novelist (David Arquette) moves into a ""cottage"" behind the home of a composer and his family. He seems sweet, but what do they really know about him?",2.0,2.0
22805,189364,A romantic comedy inventing a friendship between Cervantes and Shakespeare who both fall in love with a beautiful Spanish woman.,2.0,2.0
22809,117923,"In Assassin's Bullet, Slater plays Robert Diggs, a black ops agent who comes to work for Ambassador Ashdown (Hunger Games star Donald Sutherland), tracking down a vigilante assassin in Eastern Europe. The maverick hit(wo)man has been taking out high-profile targets on the U.S. hit list, and Diggs must uncover the killer's identity before there's an international incident. The usual game of cat and mouse ensues.",2.0,2.0
22811,109416,A summer heat wave and a series of sexual encounters connect a group of New Yorkers.,2.0,2.0
22819,75626,"When the family dog gets sick, the kids and their friends rally to earn the money to pay for the veterinarian.",2.0,2.0
22821,96999,"SMITTY is a family film about a rescue dog. When life gets tough for Ben, a friendly paw is all it takes to pull him through. Mischievous thirteen-year-old Ben is sent to his grandfather's farm for the summer, where he crosses paths with a lovable mutt. With help from the unlikely canine companion, Ben learns the importance of friendship, family and responsibility.",2.0,2.0
22824,83735,"This heart warming film is about a dog named Cooper who is the lone survivor of a terrible car accident. Jake, a family patriarch, loses his wife and children in the accident. Not being a dog person, Jake is angry and resentful toward the dog for even surviving. However, eventually Jake bonds with Cooper, and this bond ends up being the one thing that gets him out of bed in the morning, the one thing that helps him to go on living after such a tragic loss.",2.0,2.0
22825,59419,"Set in the world of New York City's elite private kindergartens, The Best and the Brightest centers on a fresh-faced young couple, Samantha and Jeff, who have only recently moved into town. The comedy centers on their dawning realization of the lengths they must go to in order to get their five-year-old daughter into school.",2.0,2.0
22831,65650,"Dr. Martin Blake, who has spent his life looking for respect, meets an 18-year-old patient named Diane, suffering from a kidney infection, and gets a much-needed boost of self-esteem. However, when her health starts improving, Martin fears losing her, so he begins tampering with her treatment, keeping Diane sick and in the hospital right next to him.",2.0,2.0
22833,62878,"Welcome to Riverworld, a place of strange, watery beauty and the current abode of a fascinating cast of the recently (and not-so-recently) dead. It certainly isn't Heaven, but it just might be Hell.",2.0,2.0
22842,96535,"A richly textured essay film on landscape, art, history, life and loss, Patience (After Sebald) offers a unique exploration of the work of internationally acclaimed writer W.G. Max Sebald (1944 - 2001) via a walk through East Anglia tracking his most influential book, The Rings of Saturn. The much anticipated new feature by the Grierson Award-winning director of Joy Division, Patience is the first film about Sebald internationally, marking ten years since the writer's untimely death, and with contributions from major writers, artists and film-makers.",2.0,2.0
22844,34601,"Lew is a small time loser with a troubled past and a very big secret. Overhearing a couple plan a kidnapping, Lew is tempted to come up with a scheme of his own. He decides to get to the victim first and then blackmail the real criminals. His plan soon spins out of control.",2.0,2.0
22848,18843,"Lisa Dolittle sends her daughter to 'Durango', a Dude Ranch, to find herself. While there, she uses her talent to talk to the animals in order to save Durango from being taken over by a neighboring Ranch.",2.0,2.0
22849,18843,"Lisa Dolittle sends her daughter to 'Durango', a Dude Ranch, to find herself. While there, she uses her talent to talk to the animals in order to save Durango from being taken over by a neighboring Ranch.",2.0,2.0
22850,18843,"Lisa Dolittle sends her daughter to 'Durango', a Dude Ranch, to find herself. While there, she uses her talent to talk to the animals in order to save Durango from being taken over by a neighboring Ranch.",2.0,2.0
22856,111098,"Besa is a Serbian film from 2009. year, made in co-production with several other countries. At the beginning of the World War I, Filip, a Serbian school director in the Serbian province, has been asked to immediately go to Belgrade to get  war schedule. His wife Lea, Slovene, with no one to leave because the two of them recently arrived in the small town and no one really knows them. Azem, an Albanian, school attendance, gives Filip a promise (Besa) to watch the Lea and that nothing will happen. Lea and Azem, are forced to live together in an abandoned school. Their relationship changes during the time..",2.0,2.0
22864,14607,"A young, wealthy club kid's life spirals downward into an out-of-control world of drugs, sex and violence.",2.0,2.0
22872,31389,"A plane carrying beauty contestants crash lands on a deserted island. Captain Maximus Powers (Roberts) and co-pilot Mike Saunders (Schlatter) have to take care of their passengers, while avoiding the dangers of Jurassic Pork (a giant prehistoric pig) and a group of apes busy trying to relaunch Noah's Ark.",2.0,2.0
22892,44895,Mike and Lenny are two buddies who dream of getting out of the trailer park. Out of desperation they resort to burglary as a means of financing Mike's college education. Their dream is jeopardized one summer day when their ploy to shoplift Near Beer begins a crime spree and a series of mishaps during which they are threatened with jail.,2.0,2.0
22895,84171,"An intimate view of the women whose images have defined our sense of beauty over the past five decades. An uncensored look at many of the biggest names in modeling, the movie reveals the stories behind the magazine covers displaying these multicultural pioneers. Each woman is candidly interviewed in the studio and shares her experiences, ideas on longevity, and philosophy of life in the fashion industry. Elegant archival footage and interviews with designer Calvin Klein and agency head Eileen Ford round out this absorbing chronicle.",2.0,2.0
22896,51167,"According to Spencer, She's the one... Everyone else thinks so too!",2.0,2.0
22903,100089,"A group of researchers in Antarctica are abducted by a platoon of masked soldiers and dragged into a hidden continent in the center of the Earth. There, they discover that surviving Nazi soldiers are plotting an invasion of Earth to revive the Third Reich.",2.0,2.0
22904,92484,A journalist gets caught up in a terrorist plot in Moscow while investigating the Russian secret service.,2.0,2.0
22906,59963,"A traumatized shark expert (Halle Berry) must battle her own fears to lead a thrill-seeking businessman on a dive into a dangerous section of water known as ""Shark Alley.""",2.0,2.0
22913,62325,"BHUTTO is the definitive documentary that chronicles the life of one of the most complex and fascinating characters of our time. Hers is an epic tale of Shakespearean dimension. It’s the story of the first woman in history to lead a Muslim nation: Pakistan. Newsweek called it the most dangerous place in the world, and the home of nuclear war heads and the Taliban.",2.0,2.0
22921,103707,"Disheartened when his story about Canadian snipers possibly mutilating corpses in Afghanistan is buried, Luke (Nick Stahl) quits his job but is even more determined to return to Afghanistan to get the real story. With his offbeat buddy, Tom (Nicolas Wright), tagging along, Luke returns to Afghanistan and intends to gather enough evidence to get his old story into print. But he soon finds that the country is an even more dangerous place than when he left. To make matters worse, his old friend and fixer, Mateen (Stephen Lobo) has been hired away by Luke's journalistic nemesis, Imran Sahar (Vik Sahay). Soon the trip for Luke and Tom in Afghanistan turns into a surreal and perilous adventure, a journey into an alternate reality, filtered through a haze of gun smoke.",2.0,2.0
22928,186606,A comedic look at the life of Steve Jobs.,2.0,2.0
22929,46451,"Three couples try group sex at a lakeside strawberry farm, naively hoping it will lead to enlightenment.",2.0,2.0
22933,4258,"Home with their newly-formed family, happy parents Dan and Jody are haunted by sinister, paranormal activities. Determined to expel the insidious force, they install security cameras and discover their family is being stalked by an evil dead demon.",2.0,2.0
22942,80384,"A comedic spoof based on the worldwide phenomenon ""The Twilight Saga.""",2.0,2.0
