,pelicula_id,overview,clstr_b,clstr_a
22943,80384,"A comedic spoof based on the worldwide phenomenon ""The Twilight Saga.""",2.0,2.0
22955,25693,"College students exploring the Ozark Mountains for a school assignment, stumble upon a group of scary, redneck cave-dwellers.",2.0,2.0
22975,128201,"Revolution is a new movie from internationally-acclaimed filmmaker Rob Stewart. A follow-up to his award-winning documentary Sharkwater, this continues his remarkable journey of discovery to find out that what he thought was a shark problem is actually a people problem.  As Stewart's battle to save sharks escalates, he uncovers grave dangers threatening not just sharks, but humanity. In an effort to uncover the truth and find the secret to saving our own species, Stewart embarks on a life-threatening adventure through 15 countries, over four years in the making.  In the past four years the backdrop of ocean issues has changed completely. Saving sharks will be a pointless endeavor if we are losing everything else in the ocean, not just sharks. Burning fossil fuels is releasing carbon dioxide into the atmosphere; changing the oceans, changing atmospheric chemistry and altering our climate.",2.0,2.0
22990,20181,During the Vietnam War [1959-1975] a special US combat unit is sent out to hunt and kill the Viet Cong soldiers in a man-to-man combat in the endless tunnels underneath the jungle of Vietnam. Suicide squads of a special kind.,2.0,2.0
22997,19989,"Already taking a gamble settling in the uncharted west, the peaceful settlers of a town destined for railroad greatness suddenly find themselves being ruthlessly gunned down. With no law and order to be found, justice falls onto the shoulders of an elderly rancher and an accomplished, but retired, gunslinger.",2.0,2.0
22998,96279,"On the run from smugglers and the police, world-weary scavenger Arno (Benjamin Bratt) takes a job as a courier for a tycoon. But when the tycoon's yacht goes down in a storm, can Arno partner with a fellow sea scavenger to loot the ship's bounty? What awaits are diamonds, emeralds and gold. Guy Ferland directs this tropical noir film, which is based on a short story by Ernest Hemingway. Armand Assante co-stars.",2.0,2.0
23011,36917,"A Nurse named Yuko (Ai Kago) has a strange experience while taking care of a girl named Fukie. Test results show a cyst inside Fukie’s body, but that cyst is actually the leftover grudge from a baby who was unable to be born. The cyst’s grudge spreads to Fukie and everyone around her. Soon Fukie’s father goes mad and commits murder. Fukie’s sister Mariko has special spiritual power, and together with their mother they have some success driving out the evil spirit. But the worst of the grudge is yet to come.",2.0,2.0
23013,101501,"A story of incomprehensible abuse delivered by an explosively violent mother of four. Journey through the mind of a child that experiences a living hell, defined and defended by the twisted religious beliefs of her mother (imdb.com)",2.0,2.0
23015,53101,"The evil Count Draculon and his army of demons have conquered Earth, but a young soldier who lost his life in the first war against Hell has reawakened in the future as MANBORG! Together with a crew of post-apocalyptic rebels, the half-man half-machine hero will fight to defeat Draculon and take back the planet!",2.0,2.0
23026,40852,"After Jesse James is wounded by a bullet to the chest, Frank James splits the gang up and plans a rendezvous in four days time. With U.S.-Marshall Kane in hot pursuit, and betrayal within the outlaw band, the stage is set for a blazing and climactic shootout in the deserted town of 'Gila Wells'.",2.0,2.0
23034,94901,"A drama centered on a troubled young woman who moves to San Francisco, where she gets involved in pornography and aligns herself with a cocaine-addicted lawyer.",2.0,2.0
23045,82501,An American writer moves to Paris to be closer to his daughter and finds himself falling immediately on hard times.,2.0,2.0
23049,26293,"There are terrible things happening in the desert...unexplainable, frightening things. Tragic, inexplicable incidents… ever since she arrived.",2.0,2.0
23061,208700,"The movie follows the life of an unpopular comedy duo. The duo, called ""Boso Swimmers"", have been working together for 12 years, but the duo sees little future in their comedy careers. They then begin to write their thoughts in a diary",2.0,2.0
23076,21862,"Best friends, Carl and Lester, find themselves magically transported into an alternate universe straight out of a real-life adult movie. Hilarity ensues as they embark upon a journey of adult-themed mayhem while Carl ultimately finds true love in the most unlikely of places.",2.0,2.0
23083,74460,"Hollywood, Look I m Smiling is a laugh-out-loud and insightful comedy concert starring Mad TV s break-out star Aries Spears. Spears is in rare form as he tackles controversial topics such as political correctness , the Hollywood establishment and race relations in America.",2.0,2.0
23084,139933,"Beautiful vampire Djuna tries to resist the advances of the handsome, human screenwriter Paolo, but eventually gives in to their passion. When her seductive and highly volatile sister Mimi unexpectedly comes to visit, she threatens Djuna's new relationship, and the whole vampire community becomes endangered.",2.0,2.0
23095,133082,"Buenos Aires. On the top floor of a hospital, a Spaniard that has lived half his life in Argentina realizes that he is dying. This old hired killer -tough, funny and tender- runs away with a happy load of morphine, and starts a trip up North, heading nowhere in particular. A girl he finds on the road will be his loyal companion along five thousand kilometres of black comedy.",2.0,2.0
23096,83382,"Learning of a fortune in gold being secretly shipped to Romania, master thieves Charlie and Riya assemble a crack team to steal it.",2.0,2.0
23119,55657,"When her daughter Sara unexpectedly passes away, Natalie retreats to the summer home where she and Sara used to visit. Time with her best friends and some of Sara's friends help her deal with her loss.",2.0,2.0
